Title,Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
New auto landscape emerging in Malaysia as Chinese EV brands make inroads,"02/10/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Why Tesla Stock Is Down for Its Fifth Straight Day Today,"02/11/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Launches Full Self-Driving in Mexico,"02/11/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Oppenheimer sees increasing risks for Tesla 'as EV and AV competition intensifies',"02/11/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Blow for Europe as Chinese EV makers fan competition with new deals,"02/11/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
BYD Takes EV War to Tesla With Free Smart-Driving Tech. Rival Stocks Drop.,"02/11/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
How Elon Musk Lost $10 Billion Dollars Today,"02/11/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, February 11, 2025: Dow Rises, Nasdaq Slips as Wall Street Mulls Tariffs, Powell Testimony","02/11/2025, 08:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Tesla has sued customers and journalists in China — and won most times, review finds","02/12/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
The Trump effect no longer boosts Tesla: Stock drops by nearly a third since peak,"02/12/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Her parents were injured in a Tesla crash. She ended up having to pay Tesla damages,"02/12/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla takes $180bn 'ding' to its valuation as competition from China heats up,"02/12/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla FSD’s rollout in Mexico is a bigger deal than it seems,"02/12/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
BYD God’s Eye More Advanced Than Tesla Full Self Driving (FSD)?,"02/12/2025, 11:17 PM, +0000 UTC",0.6,0.4,0.36,0.16
New Battleshares ETF Pits Tesla Against Ford,"02/13/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Why Tesla's Stock Is Crashing Under Trump,"02/13/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla takes Wisconsin to court over blocking it from opening dealerships in the state,"02/13/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"January was a 'very poor month for Tesla', losing share globally: UBS","02/14/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's Road Ahead: Ives Remains Bullish Despite Short-Term Volatility,"02/14/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla Cybertruck's FSD Crash Raises Red Flags For Robotaxi Launch,"02/14/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Elon Musk’s Tesla’s global market share drops: Fierce EV competition hits sales in Europe and China,"02/14/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Nio CEO peps up morale of smart driving team as competition intensifies,"02/14/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla’s Sales Drop as Competition Intensifies in Key Markets,"02/15/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla is suing critics and customers in China alike—and can count on its ties to the regime to tip the scales in its favor,"02/15/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Is Tesla's EV reign over?,"02/16/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Is Tesla Losing Market Share to Chinese EV Makers?,"02/16/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
"Elon Musk admits he was wrong — after 9 years of saying the opposite, he fails to deliver on his promises about autonomous driving","02/16/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"In Colorado’s booming EV market, Tesla is losing ground to the humble Nissan Leaf","02/17/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Tesla (TSLA) Is the Best Stock to Short, Says Wolfe Research","02/17/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"SiC golden era dims as price wars, weak EV demand weigh on market","02/17/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Why BYD has Bet Big on Brazil for Lithium Supply,"02/17/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"DeepSeek, other startups to drive next wave of tech breakthroughs","02/17/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
What are the global EV market’s most successful brands?,"02/17/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"India’s push for EV industry devt faces uncertainty, even with Tesla’s potential entry","02/18/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Are Elon Musk’s politics costing Tesla sales?,"02/18/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
China May Use Tesla FSD As Trump Trade War Bargaining Chip,"02/18/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Chinese EVs are 3 to 5 years ahead of the competition: BYD founder Wang Chuanfu | Fortune Asia,"02/19/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Trump’s 25% tariffs to hit Indian pharma, but US’ import dependence could soften blow: Jayant Dasgupta","02/19/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"I Have $30K to Invest, But I'm Stuck Between Tesla and Rivian—Which One Wins?","02/19/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
China to lead global EV competition in 3-5 years: BYD CEO,"02/19/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Fraunhofer study measures China’s dominance in the battery supply chain,"02/19/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Rivian (RIVN) eyes first positive gross profit in Q4: Here’s what to expect from its earnings,"02/19/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Study on the battery supply chain shows China’s global dominance – and options for Europe,"02/19/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Nikola shares slump 38% after it goes bankrupt, to sell assets in latest EV market turmoil","02/19/2025, 08:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
"Rivian expects drop in EV deliveries in 2025, sees modest gross profit","02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Rivian Reports Profit but Cuts 2025 EV Sales Forecast,"02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Electric-vehicle maker Rivian posts first gross profit as costs ease,"02/20/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
China controls the entire supply chain for batteries,"02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Rivian (RIVN) hit its gross profit goal in Q4, now what?","02/20/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Denmark lifts EV share to 64 pct of new car market, as Tesla sales slump across Scandinavia","02/20/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Japan's Suzuki trims India sales target amid competition, scales back EV launches","02/20/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"CATL, Volkswagen to Collaborate on EV Batteries Amid Intensifying Competition","02/20/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla to Import Cars from Germany For India?,"02/20/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Mercedes to cut costs by 10% as profits dip amid a plunge in EV sales. 'We are taking steps to make the company leaner, faster and stronger' says CEO","02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Renault revs up revenue and profitability with new vehicle launches—defying auto industry setbacks,"02/20/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
News India's customs duty cut opens the road for Tesla imports,"02/20/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla India entry: Why Donald Trump has said it would be ‘very unfair’ for Elon Musk’s Tesla to set up a,"02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Autonomous Vehicle Accidents: Legal Challenges and the Future of Injury Claims,"02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Rivian reports first quarter of ‘positive gross profit’,"02/20/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Chinese Firm Halts Lithium Tech Exports as Global Supply Chain Shifts Accelerate,"02/20/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Tesla to import cars from Germany, not China, as India plans take shape","02/20/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Rock Tech and Arcore Merge to Form Integrated European Lithium Supply Chain,"02/20/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
EV Market Monitor – January 2025,"02/20/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla recalls 376,000 vehicles in US over power steering, shares drop","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla recalling more than 375,000 vehicles due to power steering issue","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla recalls more than 376,000 vehicles over potential loss of steering power","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Recall alert: Tesla recalls 376K vehicles over power steering assist problem,"02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla recalls 380,000 vehicles in US over power steering assist issue","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
This Week's Top Five Stories in Supply Chain,"02/21/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla recalls more than 375,000 vehicles for power steering issue","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Rivian records first gross profit as EV policy risks loom,"02/21/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Rivian posts $170M profit in Q4 but forecasts lower sales for 2025,"02/21/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla recalls more than 375,000 vehicles due to power steering issue","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla’s Third Attempt At India: Will Elon Musk Finally Make It Work?,"02/21/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla recalls more than 375,000 vehicles in U.S. due to failing power-assisted steering systems","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Italy investigates Stellantis, Tesla, VW and BYD over EV consumer info","02/21/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"FTSE 100 almost flat, US stocks lower as earnings season draws to a close","02/21/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Global Market Turbulence Triggers Record Wealth Declines for Adani and Musk in 2025,"02/22/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
New Tesla Model Y Test Drive With FSD 13: Getting Closer To Waymo?,"02/22/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Hyundai’s new Tesla charging port comes up short,"02/23/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Ford, VW, Toyota recall vehicles. Check car recalls here","02/24/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Power steering problem leads to recall of 375,000 Tesla vehicles","02/24/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla hints at India market debut amid evolving EV policy, cost concerns","02/24/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"S&P 500 slides for a fourth day after consumer confidence data disappoints, Nasdaq drops 1%: Live updates","02/24/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla updates autopilot software in China, owners say move falls short of hopes","02/24/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Tesla, Ford, Toyota, Maserati among over 850,000 vehicles recalled: Check car recalls here","02/24/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Prepares to Deploy Long-Awaited FSD Features in China,"02/24/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla Recall of 376,000 Vehicles: Everything You Need To Know","02/24/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
China EV makers beyond BYD find road to profitability,"02/24/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Stock market today: Nasdaq, S&P 500 slide as tech lags after Trump backs tariff plans","02/24/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla’s stock is back to red: Why China full-self-driving boost was short-lived,"02/24/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
"Tesla Eyes Full Self-Driving Rollout in China, Faces Regulatory Challenges","02/24/2025, 05:12 PM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla unveils self-driving feature in China after long regulatory hurdles,"02/25/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla's market cap sinks below $1 trillion as stock slumps more than 8%,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's market value tumbles below $1 trillion as its Europe sales slump,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Rivian reports record-high gross profit of $170M in Q4,"02/25/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Electric vehicle sales slow in the US. What's behind the decline?,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Electric Vehicle Sales Surge In Europe, Except For Tesla","02/25/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla’s autopilot update in China fails to meet Musk’s promises,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's China FSD Rollout Faces Regulatory and Competitive Challenges,"02/25/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla Moves One Step Closer to Self-Driving Cars in China,"02/25/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla recalls over 376K vehicles over power steering issue: What to know,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla sales crash in Europe, dropping 45% in Jan as EV competition heats up","02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla (TSLA) stock is crashing like a 'soufflé under a sledge hammer' as Elon Musk predicted,"02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla’s FSD Update In China Falls Short, According To Reports","02/25/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Layoffs surge at Tier 1 suppliers amid rising costs and EV market slowdown,"02/26/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Critical materials markets shake off Deepseek disruption and U.S. policy rollbacks,"02/26/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"Tesla’s Stock Slide Wipes Out Billions, Market Cap Drops Below $1 Trillion","02/26/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla's European buyers turn away? Sales slide amid Musk's political controversy,"02/26/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
TSLA: Tesla Stock Wipes Out $100 Billion as Data Shows Europe Sales Are Down 45%,"02/26/2025, 08:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Tesla StockCloses Down for 5th Straight Day. Where the Charts Say It Could Be Headed Next.,"02/26/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla faces class action lawsuit in Australia,"02/26/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
He was once Elon Musk's biggest believer. Now he's doubling down on why Tesla's stock pain will get worse in 2025.,"02/26/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla loses $1 trillion status as shares tank,"02/26/2025, 08:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Tesla wins ruling to limit damages in US lawsuit over Autopilot crash,"02/26/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla is hiring in India: Know what degrees and skills you need to land a job at Elon Musk's company,"02/26/2025, 09:19 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Live: Trump slaps 25% tariffs on auto imports, warns EU and Canada will face 'far larger' levies if they ally","02/26/2025, 10:23 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla’s “FSD” in China is pretty good, but there is a catch","02/27/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla’s Tumble Hits Musk’s Wealth Hard. How Much He’s Worth Now.,"02/27/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla drivers are racking up fines using FSD in China,"02/27/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla Stock Fell for 6th Straight Days. It’s Now ‘Attractive,’ Technician Says.","02/27/2025, 08:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Stock market today: Dow, S&P 500, Nasdaq slide after Nvidia earnings, economic data","02/27/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, February 27, 2025: Stocks Plunge as Nvidia Earnings Spark Tech Sell-Off, Investors Digest Latest News on Tariffs","02/27/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
2025.2.8 (FSD 12.6.4 & 13.2.8) Official Tesla Release Notes - Software Updates,"02/27/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Tesla is hit with a fresh class action about its self-driving claims, hardware 3 computer","02/27/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Why One Lithium Battery Per Truck Is Failing Multi-Shift Operations,"02/28/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Rice researchers develop efficient lithium extraction method, setting stage for sustainable EV battery supply chains","02/28/2025, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Did no one think this could happen? Tesla collapses in Europe, and BYD is behind it","02/28/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
GM's electric gains face critical test as Trump targets EV subsidies,"02/28/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla recalls 376K vehicles for loss of power steering assist,"02/28/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Investors turn on Elon Musk as Tesla’s stock crashes by over 40%,"03/01/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla Awaits Regulatory Green Light for FSD in Europe,"03/01/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Surge in EV interest amid overall UK auto industry downturn,"03/01/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
UBS to pay $92m over broker’s Tesla short recommendation,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, March 3, 2025: Stocks Tumble as Trump Says Tariffs Set to Take Effect; Nvidia Plunges as Volatile Run Continues","03/03/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Nvidia Stock Slides Monday, Extending Post-Earnings Selloff","03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Is Falling Behind in the European EV Market,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
UBS on the hook for $92.2 million in damages linked to advisor’s short sales of Tesla,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"UBS, broker nailed with $95M FINRA award over shorting Tesla","03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Geely unveils new G-Pilot as EV competition shifts focus to smart driving,"03/03/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Why a Chinese Gadget Company Can Make an Electric Car and Apple Can’t,"03/03/2025, 08:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
Tesla’s FSD rollout in China hits roadblocks as drivers rack up fines,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Prof. James Sample Discusses Elon Musk’s Political Donations and Wisconsin Tesla Lawsuit,"03/03/2025, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"As Musk pours millions into Wisconsin Supreme Court race, Tesla files case that could reach justices","03/03/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla's Market Share Crumbles in Europe as Rivals Gain and Boycotts Grow,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Elon Musk praises Tesla self-driving breakthrough ahead of huge vehicle update - 'This is epic!',"03/03/2025, 08:00 AM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
Tesla FSD Test Drive In China Ends With 7 Fines In One Night,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
UBS Ordered to Pay $92 Million Over Top Wisconsin Broker’s Big Tesla Short,"03/03/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla sales down in France, Scandinavia as Musk faces test of brand","03/03/2025, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla's China-Made EV Sales Drop 49% in February Amid Intensifying Competition,"03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Stock market today: Dow sinks 650 points, S&P 500 wipes out post-election gains as Trump trade war intensifies","03/04/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla’s China Sales Plummet 49% in February as EV Competition Heats Up,"03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla investors see more red: TSLA stock drops again today as China worries and DOGE drama deepen,"03/04/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla EV sales in China fell 49% in February,"03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Nasdaq Index: Tech Stocks Tumble as Trade War Fears Shake Investor Sentiment,"03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Ill-Timed Tesla Short Selling Strategy Could Cost UBS $95 Million,"03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Trump’s Tariffs Set Off Day of Anger, Retaliation and Market Unease","03/04/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
How Much Cheaper Are EVs Than Gas Cars in the Long Run?,"03/04/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"'I started to lose customers': A man claims he's lost $70,000 in business contracts because he drives a Cybertruck — but he loves his vehicle. Is Elon Musk's public image fully hurting Tesla?","03/04/2025, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Wall Street falls again as losses wipe out all post-election gains for the S&P 500,"03/04/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla’s India Expansion: Strategy and Market Impact,"03/05/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla's Worst Performing Markets As Global Sales Plummet,"03/05/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Stock Market Today: Dow Jones Rises Amid Tariff Talk; Nvidia Slides As Rivals Ready Earnings Reports,"03/05/2025, 08:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
"Madison financial advisor, UBS ordered to pay millions over Tesla short","03/05/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Stock market today: S&P 500, Nasdaq, Dow rally after Trump pauses Canada, Mexico auto tariffs","03/05/2025, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Claimants win big in Tesla shorting strategy dispute,"03/05/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Deloitte: Battery Supply Chain Sustainability is Evolving,"03/05/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Wall Street is turning its back on Elon Musk,"03/06/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla Sales Fall Off A Cliff Globally, Including Germany, Australia, And China","03/06/2025, 08:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
Tesla’s Post-Election Stock Bump Has Vaporized,"03/06/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Stock Dives over 5% after Baird Slashes Price Target over Production and Political Risks,"03/06/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla: The Crash Is Far From Over (NASDAQ:TSLA),"03/06/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla shares are down 40%. Matt Egan breaks down why shares are tumbling,"03/06/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
US eyes duty-free car exports to India as Tesla's entry nears: Report,"03/06/2025, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla Has a Demand Problem; The Stock is Dropping,"03/06/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla at risk of 95% crash, claims billionaire hedge fund manager","03/07/2025, 08:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
The Push for Budget EVs: Automakers Step Up as Competition Intensifies,"03/07/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
How Tesla Uses Simulated Data to Improve FSD,"03/07/2025, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla’s stock nosedives — wiping out $700B in gains since Trump’s election victory,"03/07/2025, 08:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
"Crisis at Tesla: Shares fall 8,39% and it is no longer a trillion-dollar company","03/07/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Erases $700 Billion ‘Trump Bump’ as Sales Slide Globally,"03/07/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla shares have declined every week since Elon Musk went to Washington,"03/07/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Canadian vehicle sales declined 8.2% in February amid EV market ‘collapse’: DesRosiers,"03/07/2025, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla stock gains since Election Day almost completely wiped out as plunge continues,"03/07/2025, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Down 45%, could Tesla stock completely crumble?","03/08/2025, 08:00 AM, +0000 UTC",0.15,0.85,0.0225,0.7224999999999999
